title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Arabic for babies toddlers and preschoolers Disc 3 Playtime",2,20,15,34,3,5,16,22,492.7071,13
"Arabic for babies toddlers and preschoolers Disc 2 Wake up smiling",2,20,15,34,3,5,16,23,492.7071,13
"Italian Disc 3 Playtime",2,16,12,4,3,5,16,23,458.3421,17
"Schoolhouse rock America",2,19,18,30,3,5,16,24,973,13
"Italian Disc 2 Wake up smiling",2,16,12,4,3,5,16,25,458.3421,17
"Signing time Series 2 volume 4 My favorite season",2,21,16,28,3,5,16,28,419.7,12
"Monkey king wreaks havoc in heaven",2,22,10,19,3,5,16,37,398.20951,11
"little primaballerina ballet training for children",2,22,10,19,3,5,16,37,792.8,11
"world of learning Volume 2",2,26,16,59,3,5,16,38,629.13334,6
"Rainbows in the sea",2,22,10,19,3,5,16,38,577.789,11
"Yay Planes",2,20,12,52,3,5,16,54,629.1333,13
"How did that get in my lunchbox the story of food",2,19,17,47,3,5,16,55,641.3,13
"Johnny Appleseed",2,14,15,37,3,5,16,57,398.22,19
"Animal atlas Fun on the farm",2,22,15,58,3,5,17,18,630.68,11
"Fairy dancing",2,26,10,57,3,5,17,20,791.4372,7
"Cinderella a dance fantasy",2,26,10,57,3,5,17,20,782.95,7
"Signing time Series 2 volume 9 My things",2,26,10,57,3,5,17,21,419.7,7
"Daisy and her garden",2,26,10,57,3,5,17,21,791.4572,7
"What makes a fish a fish",2,20,16,55,3,5,17,31,597,13
Amphibian,2,20,16,54,3,5,17,31,597.8,13
"magic school bus Creepy crawly fun",2,26,16,35,3,5,17,33,534,7
"Vamos a jugar Lets play",2,21,15,18,3,5,17,33,468.3421,12
"Kids love Spanish Volume 3 Family",2,21,15,18,3,5,17,33,468.3421,12
"George Washington first President",3,1,14,44,3,5,17,33,973.41092,4
"United States",3,1,14,44,3,5,17,33,973,4
"way things work Engines",2,21,15,18,3,5,17,33,621.43,12
"Who lives in the sea",2,20,16,54,3,5,17,38,591.77,13
"I spy A runaway robot and other stories",2,20,17,20,3,5,17,39,793.735,13
"I spy A rockin bronco and other stories",2,20,17,20,3,5,17,48,793.735,13
"American Sign Language for kids and adults Volume 2 Visiting the zoo",2,19,17,40,3,5,17,52,419.7,14
"Play ball the authentic Little League Baseball guide to basic pitching",2,7,14,43,3,5,17,52,796.35722,26
"All about blood the heart",2,20,13,42,3,5,17,54,612.1,13
"All about bones muscles",2,13,11,37,3,5,17,54,612.75,20
"All about cells body systems",2,13,11,37,3,5,17,54,571.6,20
"All about the brain",2,13,11,37,3,5,17,54,612.82,20
"All about fossils",2,26,17,56,3,5,17,54,560,6
"Rock n learn Phonics Volumes I II",2,9,15,14,3,5,17,58,372.465,24
"Adventures with dance",2,8,17,26,3,5,18,5,792.8,25
"magic school bus catches a wave",1,28,13,24,3,5,18,15,553.7,36
"Paiges workout party Lets go go girls",2,9,13,26,3,5,18,16,793.33,24
"Italian Disc 1 Eating and drinking",1,26,16,30,3,5,18,16,458.3421,38
"English ESL 2 Wake up smiling",2,19,17,54,3,5,18,36,428.3461,14
"English ESL 3 Playtime",2,19,17,54,3,5,18,36,428.3461,14
"XuÆn Mai 19",2,23,13,22,3,5,18,37,782.42083,10
"Preschool fun Planets dinosaurs",2,19,17,54,3,5,18,37,523.4,14
"Mandarin Chinese 3 Playtime",2,19,17,54,3,5,18,37,495.13421,14
"Shalom sesame Volume 7 Its Passover Grover",2,19,11,32,3,5,18,52,296.437,14
"Yellowstone for kids",3,2,12,23,3,5,18,53,917.8752,3
Birds,1,22,13,30,3,5,18,58,598,42
"Dan Zanes and friends The fine friends are here",1,31,17,22,3,5,19,8,782.42083,33
"Spanish 2 Wake up smiling",2,21,19,6,3,5,19,15,468.3421,12
"Spanish Disc 4 In my home",2,21,19,6,3,5,19,16,468.3421,12
"Living room magic Volume 1",1,23,18,29,3,5,19,22,793.8,41
Dinosaur,2,19,19,31,3,5,19,23,567.9,13
"I love big machines Parts 1 and 2",2,19,12,30,3,5,19,24,621.86,14
"Metal monsters",2,19,12,30,3,5,19,25,621.86,14
"Spanish Disc 4 In my home",2,9,16,47,3,5,19,31,468.3421,24
"I love toy trains Parts 10 11 12",1,28,11,11,3,5,19,37,625.19,36
"Signing time Volume 12 Time to eat",2,19,19,34,3,5,19,39,419.7,14
"Baby signing time Volume 1",2,19,19,34,3,5,19,40,419,14
"Signing time Volume 1 My first signs",2,19,19,34,3,5,19,40,419.7,14
"Ethiopia for kids",3,2,17,54,3,5,19,48,963,3
"Animal atlas Animal passport",3,2,17,54,3,5,19,49,590.96,3
"Two Bobbies a true story of Hurricane Katrina friendship and survival",3,1,15,52,3,5,19,49,636.0832,4
"How things work",1,22,11,52,3,6,10,4,621.8,42
"John Deere action 2",1,22,11,52,3,6,10,5,629.2252,42
"Spanish 1 Eating and drinking",2,20,10,15,3,6,10,16,468.3421,14
"Families of Israel",2,26,11,13,3,6,10,56,956.54,7
"Im a potty pirate potty training for boys",2,26,11,13,3,6,10,56,649.62,7
"Daisy and her garden",2,27,11,13,3,6,11,8,791.4572,6
"Im a ballerina now",2,27,11,13,3,6,11,8,792.8,6
"Hot potatoes the best of the Wiggles",1,24,11,0,3,6,11,39,782.42083,41
"Mighty machines Boats to the rescue",2,24,14,0,3,6,11,55,621.865,9
"Sid the science kid Feeling good inside and out",2,16,11,24,3,6,12,23,613.0432,18
"Washington DC for kids",2,8,12,47,3,6,12,23,917.53,25
Skeleton,2,16,11,24,3,6,12,24,573.76,18
Seashore,2,16,11,24,3,6,12,24,578.7699,18
"Sing hoot howl with the Sesame Street animals",2,11,12,2,3,6,13,1,782.42083,23
"Smell my world",2,21,12,57,3,6,13,3,612.86,13
"Rock n learn Letter sounds",2,21,12,57,3,6,13,3,372.465,13
"French Disc 4 In my home",2,15,12,52,3,6,13,34,448.3421,19
"Families of Russia",3,5,14,39,3,6,13,34,947.086,0
"French 3 Playtime",2,15,12,52,3,6,13,34,448.3421,19
"world of learning Volume 1",3,5,14,39,3,6,13,34,629.2222,0
"world of learning Volume 2",3,5,14,39,3,6,13,35,629.13334,0
"French 1 Eating and drinking",2,15,12,52,3,6,13,35,448.3421,19
"French Disc 5 Happy sad and silly",2,15,12,52,3,6,13,35,448.3421,19
"Train crazy kids",3,5,14,39,3,6,13,35,625.2,0
"Families of Guatemala",2,16,16,55,3,6,13,57,972.81,17
"Signing time Volume 11 My neighborhood",3,1,13,7,3,6,14,5,419.7,5
"March on the day my brother Martin changed the world and more stories about African American history",2,10,14,21,3,6,14,13,973.0496,23
"Field trips with Recess Monkey",2,16,11,30,3,6,14,18,782.42083,18
"Ages stages playtime",2,16,11,32,3,6,14,18,649.122,18
"Lets dance and tumble",2,16,11,32,3,6,14,18,791.64,18
"Sid the science kid The bug club",2,24,14,43,3,6,14,19,507,9
"Preschool fun Planets dinosaurs",2,17,15,42,3,6,14,29,523.4,16
"Up down all around movement fun for everyone",2,17,15,42,3,6,14,29,613.7042,16
"School house rock Money rock",2,27,13,29,3,6,14,31,332.024,7
"Schoolhouse rock Grammar",2,27,13,29,3,6,14,31,428,7
"School house rock Election collection",2,27,13,28,3,6,14,33,320.973,7
"Sid the science kid Going going green",2,24,14,45,3,6,14,33,791.4575,9
"School house rock Earth",2,27,13,29,3,6,14,33,333.72,7
"Sid the science kid Weather kid Sid",2,20,13,46,3,6,14,42,551.5,14
"Sid the science kid Sids sense ational adventures",2,20,13,46,3,6,14,42,500,14
"Teaching signs for baby minds 2 Concepts combinations",1,25,16,52,3,6,14,44,419.7,39
"Baby sign language basics",1,25,16,52,3,6,14,44,419,39
"potty movie for girls starring Hannah",2,20,14,4,3,6,14,50,649.62,14
"School house rock Money rock",2,6,13,32,3,6,14,51,332.024,28
"American Sign Language for kids Beginner level 1 volume 2",2,21,13,15,3,6,14,51,419.7,13
"Kung fu for kids",2,20,16,24,3,6,14,53,796.8159,13
"March on the day my brother Martin changed the world and more stories about African American history",1,26,12,0,3,6,14,57,973.0496,39
"Im a potty princess potty training for girls",2,20,14,4,3,6,14,57,649.62,14
Cat,2,23,15,48,3,6,15,5,599.75,10
"Fire monsters",2,13,14,54,3,6,15,7,628.9259,21
"Families of Egypt",3,3,14,48,3,6,15,15,962.055,3
"Time for manners Vol 2 Table time",3,3,14,46,3,6,15,15,395.54,3
"Buried treasures",2,27,15,45,3,6,15,24,567.9,6
"Chased by dinosaurs",3,2,12,31,3,6,15,33,567,4
"Time for manners Vol 1",2,22,11,0,3,6,15,39,395.5,12
"Families of Russia",2,27,12,23,3,6,15,40,947.086,7
"Families of Ghana",3,3,14,48,3,6,15,49,966.7,3
"Why Guy questions a firefighter",2,11,18,27,3,6,15,54,628.925,22
Rembrandt,1,14,19,28,3,6,15,59,759.9492,50
"mystery of shooting stars",2,16,16,36,3,6,16,6,523.51,17
"Wonders down under",2,20,16,24,3,6,16,11,591.994,13
Bali,2,13,16,49,3,6,16,13,915.986,20
"Popular mechanics for kids Lightning and other forces of nature",2,13,16,49,3,6,16,13,551.5632,20
"Popular mechanics for kids Slither slime and other yucky things",2,13,16,49,3,6,16,13,500,20
"Drawing power Vol 1 Ultimate drawing tool kit",2,13,16,49,3,6,16,13,741.2,20
"Why dragonfly Whats up with the moon",2,13,16,49,3,6,16,13,523.3,20
"Time for manners Vol 3 American manners",3,3,14,46,3,6,16,16,395,3
"Look mom I have good manners",3,3,14,46,3,6,16,16,395.12,3
"Origami fun for kids",2,28,16,46,3,6,16,18,736.982,5
"Predator and prey",2,20,17,42,3,6,16,20,591.53,13
"All about big machines",2,15,15,45,3,6,16,21,629,19
Plant,2,26,13,5,3,6,16,22,581.7,8
"frog prince",3,2,16,28,3,6,16,23,398.2,3
"Hula for children learn basic hula steps 3 hula songs",2,1,14,16,3,6,16,32,793.31996,33
"Rock n Learn Alphabet",2,20,16,20,3,6,16,50,372.41,14
YogaKids,2,13,11,22,3,6,17,14,613.7042,21
"Sid the science kid Sid in motion",2,20,15,57,3,6,17,15,500,14
"All about the police",1,29,16,31,3,6,17,16,363.20973,36
"Wiggles Its always Christmas with you",2,10,14,3,3,6,17,17,782.42083,24
"Crossing the snow a tale from Japan",2,5,17,32,3,6,17,20,398.20952,28
"Hey what about me",2,5,17,32,3,6,17,20,306.875,28
"Kid guides Kids sea camp Curacao",2,20,11,50,3,6,17,23,639.342,14
"Lots lots of playful penguins and their toe tappin feet",2,20,11,50,3,6,17,24,598.47,14
"land of sweet taps",1,26,12,23,3,6,17,32,792.78,39
"Families of Russia",2,28,15,28,3,6,17,34,947.086,6
"Tot tap a fun filled introduction to the world of tap dance for kids",1,31,12,43,3,6,17,34,792.78,34
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",2,28,15,28,3,6,17,34,491.78346,6
"Popular mechanics for kids Firefighters and other life saving heroes",1,19,14,47,3,6,17,43,363.37092,46
"Kids love Spanish Volume 3 Family",3,5,19,50,3,6,17,57,468.3421,0
"Kids love Spanish Volume 7 Basic phrases",3,5,19,50,3,6,17,57,468.3421,0
"Lots lots of fire trucks Vol 2 Amazing rescue rigs",2,23,14,13,3,6,17,58,628.9259,11
"Fire trucks in action",2,23,14,13,3,6,17,58,628.9259,11
"Snowplows on patrol",2,23,14,13,3,6,18,1,625.763,11
"Sid the science kid Going going green",2,26,13,7,3,6,18,1,791.4575,8
"Spend a day with firefighters",2,23,14,13,3,6,18,2,628.92,11
"Fire busters",2,23,14,13,3,6,18,4,628.925,11
"Firefighter George fire engines Volume 2",2,23,14,13,3,6,18,4,628.9259,11
Atmosphere,2,24,14,11,3,6,18,32,551.5,10
"All your childs favorites",1,16,18,14,3,6,18,56,649.68,49
"Activity TV Cooking snacks",3,5,19,44,3,6,19,1,641.5123,0
"Rock n learn Getting ready for kindergarten",3,1,16,22,3,6,19,24,372.218,5
"Eyewitness Planets",2,17,14,38,3,6,19,25,523.4,17
"Critter quest bug out on a backyard safari",2,25,13,6,3,6,19,36,595.7,9
"best of The Electric Company Vol 2",3,5,14,46,3,7,10,27,372.414,1
"Signing time Volume 3 Everyday signs",2,11,11,0,3,7,10,43,419.7,23
"Signing time Volume 1 My first signs",2,11,11,0,3,7,10,43,419.7,23
"Signing time Series 2 volume 11 Once upon a time",2,11,11,0,3,7,10,43,419.7,23
"American Sign Language for kids Beginner level 1 volume 2",2,11,11,1,3,7,10,43,419.7,23
"Our feathered friends adventures on a chicken farm",2,22,12,24,3,7,11,10,636.5,12
"Preschool fun Planets dinosaurs",2,16,16,14,3,7,11,17,523.4,18
"Im a potty pirate potty training for boys",2,21,16,12,3,7,11,32,649.62,13
"Schoolhouse rock Science",2,9,10,12,3,7,11,34,500,26
"Sing yourself silly",2,21,12,6,3,7,11,35,782.42083,13
"American Sign Language for kids Beginner level 1 volume 1",1,28,17,21,3,7,11,42,419.7,37
"Teaching signs for baby minds 1 Everyday signs",1,28,17,21,3,7,11,42,419.7,37
"French 3 Playtime",2,12,13,16,3,7,11,55,448.3421,22
"Mandarin Chinese 1 Eating and drinking",2,19,15,12,3,7,12,9,495.13421,15
"Mandarin Chinese 2 Wake up smiling",2,19,15,12,3,7,12,9,495.13421,15
"Kids love Spanish Volume 2 Alphabet numbers",2,13,11,40,3,7,12,13,468.3421,22
Rembrandt,2,27,11,10,3,7,12,14,759.9492,8
"YogaKids 2 ABCs",2,21,13,47,3,7,12,41,613.7046,13
"Eyewitness Planets",2,21,13,47,3,7,12,42,523.4,13
"world of learning Volume 2",2,21,14,19,3,7,12,55,629.13334,13
"You can heal your life the movie",2,2,11,49,3,7,13,10,158,33
"Meet the sight words 2",1,31,11,40,3,7,13,13,372.462,35
"Sid the science kid The ruler of thumb",2,24,14,8,3,7,13,14,530.8,10
"Meet the sight words 1",1,31,11,40,3,7,13,14,372.462,35
"frog prince",2,13,12,15,3,7,13,19,398.2,22
"Who lives in the sea",2,21,15,43,3,7,13,26,591.77,13
Horse,2,21,15,43,3,7,13,26,636.1,13
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",2,21,15,42,3,7,13,26,613.6083,13
"Wonders down under",2,21,15,42,3,7,13,26,591.994,13
"Dive into diversity",2,21,15,43,3,7,13,26,591.77,13
"best of the best of the Electric Company",2,13,12,15,3,7,13,27,372.414,22
"Human machine",2,13,12,15,3,7,13,27,612,22
"Amazing North America",2,21,15,42,3,7,13,27,591.97,13
"Italian Disc 3 Playtime",2,21,15,43,3,7,13,27,458.3421,13
"Farmyard friends",2,21,15,42,3,7,13,27,590,13
"Italian Disc 2 Wake up smiling",2,21,15,43,3,7,13,27,458.3421,13
Reptiles,2,17,15,45,3,7,13,36,597.9,17
"All about blood the heart",3,1,11,45,3,7,13,54,612.1,6
"Meet the letters",1,24,11,21,3,7,14,3,428.13,42
"Ewenn Congar",2,19,16,47,3,7,14,8,398.20944,15
"Crossing the snow a tale from Japan",2,2,13,33,3,7,14,8,398.20952,33
"Fun on the farm introducing Doodle the Rooster and his animated friends",2,22,14,24,3,7,14,24,630.68,13
"Shalom Sesame Volume 6 Be happy its Purim",2,22,14,24,3,7,14,24,296.436,13
"Shalom Sesame Volume 3 Shabbat shalom Grover",2,22,14,24,3,7,14,24,296.43,13
"Shalom sesame Volume 8 Grover learns Hebrew",2,22,14,24,3,7,14,24,492.48342,13
"Human machine Bodyzone",2,23,12,33,3,7,14,26,612,12
Skeleton,2,23,12,33,3,7,14,27,573.76,12
"Loch Ness kelpie a tale from Scotland",3,5,18,52,3,7,14,45,398.20941,1
"three sisters who fell into the mountain a story from Norway",3,5,18,52,3,7,14,45,398.20948,1
MicroCosmos,2,25,18,45,3,7,15,2,595.7,9
Caves,2,22,10,39,3,7,15,17,551.447,13
"Earths seasons",2,27,13,12,3,7,15,18,508.2,8
Evolution,2,22,10,39,3,7,15,18,508,13
Plants,2,22,10,39,3,7,15,18,580,13
"Garbage monsters",2,20,14,21,3,7,15,19,628.445,15
"Fire monsters",2,20,14,21,3,7,15,20,628.9259,15
China,3,4,14,11,3,7,15,22,951,3
"magic school bus catches a wave",2,25,13,48,3,7,15,25,553.7,10
"Popular mechanics for kids Radical rockets and other cool cruising machines",2,7,15,26,3,7,15,25,500,27
"Ecosystems and biomes",2,25,13,48,3,7,15,25,577.82,10
"Wiggles You make me feel like dancing",3,2,15,21,3,7,15,26,201,5
"Mandarin Chinese Disc 6 I can count",2,14,17,0,3,7,15,32,495.13421,20
"Activity TV Cartooning intermediate",2,21,17,3,3,7,15,38,741.5,13
"frog prince",2,21,16,54,3,7,15,39,398.2,13
"Families of Australia",2,25,15,33,3,7,15,53,994,10
"Families of Costa Rica",2,25,15,32,3,7,15,53,972.86,10
"Rocks and minerals",2,11,18,9,3,7,15,53,552,23
"Awesome animal builders",2,21,12,46,3,7,15,55,591.564,14
"Colonial America",3,2,15,43,3,7,16,5,973.2,5
"Revolutionary War heroes",3,2,15,43,3,7,16,5,973.2,5
"Hot potatoes the best of the Wiggles",3,6,19,35,3,7,16,19,782.42083,0
"Wiggles Here comes the big red car",3,6,19,47,3,7,16,19,782.42083,0
Insect,1,25,17,27,3,7,16,26,595.7,40
"Arctic tale",2,9,14,40,3,7,16,28,599.786,26
"Schoolhouse rock",2,27,11,42,3,7,16,31,372,8
"Art lessons for children Vol 3 More fun with watercolors",2,25,18,31,3,7,16,34,751.422,9
Ummemo,2,26,12,14,3,7,16,37,398.20968,9
"story of Ruby Bridges",2,24,14,58,3,7,16,44,379.26309,11
"Signing time Series 2 volume 3 Move and groove",2,20,18,18,3,7,16,51,419.7,14
"Signing time Series 2 volume 4 My favorite season",2,20,18,19,3,7,16,51,419.7,14
Bird,1,25,17,27,3,7,17,50,598,41
Reptile,1,25,17,27,3,7,17,50,597.957,41
"Eyewitness Weather",1,25,15,42,3,7,17,52,551.55,41
"Peep and the big wide world Peep figures it out",1,17,16,9,3,7,18,3,372.35,49
"TÆy du kÃ¬ 4 Monkey king",2,6,16,12,3,7,18,24,398.20951,29
Monster,3,1,16,55,3,7,18,30,591.65,6
"All about big machines",2,14,18,40,3,7,18,54,629,21
"Fizzys lunch lab Fresh foods 101",2,21,14,0,3,7,19,4,613.2,14
"Girls gotta dance with Ballerina Jen",2,21,14,0,3,7,19,4,792.8,14
"Rock n learn Telling time",2,21,14,1,3,7,19,5,681.113,14
"Noahs ark",2,25,18,11,3,7,19,6,222.11095,10
"Rock n learn Earth science",2,21,14,0,3,7,19,6,550,14
Geography,1,31,14,27,3,7,19,7,910,35
"Kids can play recorder",2,24,12,4,3,7,19,8,788.3619,11
"Dinos and other creature features",1,29,15,31,3,7,19,13,591,37
"Swinging safari",1,29,15,31,3,7,19,13,591.96,37
"Farmyard friends",1,29,15,31,3,7,19,13,590,37
"Drawing power Vol 4 Safari animal drawing",2,21,14,0,3,7,19,19,743.6,14
"All about cells body systems",2,21,14,0,3,7,19,20,571.6,14
"Barack Obama the story of our 44th president",2,19,17,27,3,7,19,20,973.93209,16
"Mister Maker Lets make it",2,2,16,51,3,7,19,45,745.5,33
"Brainy baby Art exploring the world of art",2,2,16,51,3,7,19,45,700.83,33
"Kid guides Zoos",2,21,10,20,3,8,10,26,590.7373,15
Fish,2,21,10,20,3,8,10,26,597,15
"world of learning Volume 2",3,6,15,47,3,8,10,29,629.13334,1
"Mighty machines Mega machines",3,6,15,46,3,8,10,30,629.225,1
"Time for manners Vol 2 Table time",2,11,11,40,3,8,10,31,395.54,24
"Wiggles Lets eat",2,26,12,10,3,8,10,31,782.42083,9
"Wiggles Ukulele baby",2,26,12,10,3,8,10,31,791.42083,9
"Activity TV Paper airplanes",2,15,10,39,3,8,10,32,745.592,20
"Aladdin and the magic lamp",1,22,16,11,3,8,10,49,398.22,44
"Lincoln and Douglass an American friendship and more stories to celebrate U S history",2,28,10,36,3,8,11,1,973.70922,8
Migration,2,28,10,36,3,8,11,1,591.568,8
Dog,2,28,10,36,3,8,11,1,599.77,8
"Loose at the zoo",2,28,10,36,3,8,11,1,590.73,8
"Discovering colors Descubriendo los colores",2,28,10,36,3,8,11,1,535.6,8
"Mighty machines Lights ladders",2,28,10,36,3,8,11,1,629.224,8
"Preschool fun Planets dinosaurs",2,28,10,36,3,8,11,1,523.4,8
"Human machine Bodyzone",2,28,10,36,3,8,11,1,612,8
Life,2,28,10,36,3,8,11,1,570,8
"Lots lots of trains Vol 3 Roaring down the rails",2,28,10,36,3,8,11,1,625.2,8
Reptile,2,28,10,36,3,8,11,1,597.957,8
"John Deere action Part one",2,21,15,42,3,8,11,12,629.2252,14
"Rock n learn Life science",2,23,17,47,3,8,11,23,570,12
"English ESL 3 Playtime",3,7,11,34,3,8,11,47,428.3461,1
"Signing time Volume 2 Playtime signs",3,7,11,34,3,8,11,47,419.7,1
"American Sign Language for kids and adults Volume 2 Visiting the zoo",3,7,11,34,3,8,11,47,419.7,1
"Signing time Series 2 volume 11 Once upon a time",3,7,11,34,3,8,11,47,419.7,1
"Signing time Volume 5 ABC signs",3,7,11,34,3,8,11,47,419.7,1
"Meet the sight words 1",3,1,10,22,3,8,11,51,372.462,7
"Baby signing time Volume 3 A new day",3,1,15,48,3,8,11,53,419,6
"Fun with dance",2,26,12,17,3,8,11,53,796.13,9
"Meet the numbers",3,1,15,47,3,8,11,53,372.72,6
"VeggieTales Very silly songs VeggieTales very first sing along video",2,25,11,37,3,8,12,4,782.42083,11
YogaKids,2,25,13,45,3,8,12,19,613.7042,10
"Abraham Lincoln sixteenth president",3,6,16,6,3,8,12,19,973.7092,1
"Lyric language German",2,22,14,37,3,8,12,32,438.3421,13
"Who lives in the sea",2,22,13,52,3,8,12,41,591.77,13
India,3,8,10,6,3,8,12,42,305.8914,0
Cat,2,10,13,17,3,8,12,44,599.75,25
"Shakespeare the animated tales Volume 3",3,6,19,8,3,8,12,44,822.33,1
"French 1 Eating and drinking",1,25,15,4,3,8,12,47,448.3421,41
"French Disc 4 In my home",1,25,14,32,3,8,12,47,448.3421,41
"French 2 Wake up smiling",2,22,11,32,3,8,12,47,448.3421,14
"French Disc 5 Happy sad and silly",1,25,14,32,3,8,12,47,448.3421,41
"French 3 Playtime",1,25,14,32,3,8,12,47,448.3421,41
"French Disc 6 I can count",1,25,15,4,3,8,12,47,448.3421,41
"Spanish Disc 4 In my home",2,22,11,32,3,8,12,48,468.3421,14
"Spanish 2 Wake up smiling",2,22,11,32,3,8,12,48,468.3421,14
"Spanish Disc 5 Happy sad and silly",2,22,11,32,3,8,12,48,468.3421,14
"Spanish 3 Playtime",2,22,11,32,3,8,12,48,468.3421,14
"Spanish 1 Eating and drinking",2,22,11,33,3,8,12,48,468.3421,14
"Free to be you and me",2,25,11,27,3,8,13,8,810.8,11
"English ESL 3 Playtime",2,22,16,49,3,8,13,28,428.3461,13
"Mandarin Chinese 2 Wake up smiling",2,22,17,24,3,8,13,28,495.13421,13
"English ESL 4 In my home",2,22,16,49,3,8,13,28,428.3461,13
"Chalo Hindi bolay",2,25,14,14,3,8,13,41,491.43834,10
"Spanish 3 Playtime",2,26,13,34,3,8,13,53,468.3421,10
"Wiggles Here comes the big red car",2,22,13,40,3,8,13,54,782.42083,14
Cat,2,6,15,26,3,8,14,12,599.75,29
"French 3 Playtime",1,26,13,47,3,8,14,55,448.3421,41
"George Washington first President",3,3,14,5,3,8,14,56,973.41092,5
"Schoolhouse rock Science",2,6,13,28,3,8,14,57,500,30
"This fragile planet preserving nature and balancing the environment",2,23,16,24,3,8,15,0,304.2083,12
"Rock n learn Earth science",2,11,11,31,3,8,15,0,550,25
Migration,3,1,11,31,3,8,15,9,591.568,7
"Hot potatoes the best of the Wiggles",3,7,19,5,3,8,15,10,782.42083,0
"Activity TV Cooking snacks",3,7,19,5,3,8,15,11,641.5123,0
"Mighty machines Tremendous tools",2,6,17,55,3,8,15,12,621.8,29
"Mighty machines Ships ahoy Super machines Ohâ du bateau",2,6,17,55,3,8,15,12,623.82,29
"Learn French with Pânâlope Pezi Beginners level 1 volume 1",2,28,19,53,3,8,15,44,448.2421,7
"Russian for babies toddlers and preschoolers Disc 3 Playtime",2,23,12,8,3,8,15,49,491.78346,13
"John Deere earth mover action",2,26,16,33,3,8,15,55,629.225,9
"Elmos world Food water exercise",2,20,14,24,3,8,16,0,613.7042,16
"Two Bobbies a true story of Hurricane Katrina friendship and survival",3,4,15,8,3,8,16,1,636.0832,4
"Sid the science kid The bug club",2,16,17,29,3,8,16,4,507,19
"Charlie trash truck",3,1,12,43,3,8,16,8,628.442,7
"Animal atlas Fun on the farm",3,4,15,8,3,8,16,10,630.68,4
"Rock n learn Earth science",3,4,12,5,3,8,16,19,550,4
"All about natural resources",3,4,12,5,3,8,16,20,553,4
"Colonial America",3,3,16,11,3,8,16,20,973.2,5
"magic school bus Human body",2,21,15,1,3,8,16,22,612,15
"Sid the science kid Sids sense ational adventures",2,19,16,22,3,8,16,22,500,17
"Lon Po Po a Red Riding Hood story from China",2,28,16,14,3,8,16,25,398.20951,8
"magic school bus Holiday special",2,23,14,47,3,8,16,41,333.72,13
"Rainbows in the sea",3,6,15,38,3,8,16,41,577.789,2
"Ready for science and geography",2,20,11,27,3,8,16,41,372.8,16
"Wiggles Big big show",3,7,15,25,3,8,17,4,782.42083,1
"Rock n learn Physical science",2,27,11,16,3,8,17,19,500.2,9
"Growing up wild Amazing baby animals",2,23,17,34,3,8,17,21,599.139,12
Fish,2,8,13,20,3,8,17,32,597,28
Horse,2,26,15,10,3,8,17,46,636.1,10
"Seeds and plants",2,17,16,37,3,9,10,43,580,19
"I spy A mumble monster mystery other stories",3,4,16,41,3,9,11,6,793.735,4
"I spy A thing that flings and other stories",3,4,16,42,3,9,11,6,793.735,4
"magic school bus Bugs bugs bugs",2,23,13,57,3,9,11,7,595.7,13
"magic school bus Human body",2,23,13,57,3,9,11,7,612,13
"magic school bus Space adventures",2,23,13,57,3,9,11,7,523,13
"American Sign Language for kids Beginner level 1 volume 1",2,23,11,31,3,9,11,19,419.7,13
"Mighty machines Lights ladders",2,8,16,42,3,9,11,20,629.224,28
"I can fly Part IV Kids African American art",2,27,19,3,3,9,11,33,700.8996,9
"Families of Israel",2,16,15,9,3,9,11,39,956.54,20
"magic school bus Super sports fun",2,28,16,41,3,9,11,41,530,8
China,2,16,15,9,3,9,11,41,951,20
"Mandarin Chinese 1 Eating and drinking",2,26,19,36,3,9,11,49,495.13421,10
"Lets go to school with Mei Mei",2,26,19,36,3,9,11,51,495.1824,10
"School house rock Election collection",2,10,16,50,3,9,11,55,320.973,26
"Wiggles You make me feel like dancing",2,23,16,54,3,9,12,5,201,13
"Whats in the Bible 1 In the beginning",2,26,12,40,3,9,12,13,220.61,10
"Wiggles Here comes the big red car",2,23,16,54,3,9,12,13,782.42083,13
"Wiggles Lets eat",2,23,16,54,3,9,12,13,782.42083,13
"I spy A thing that flings and other stories",2,26,12,40,3,9,12,14,793.735,10
"Mighty machines Roadways to runways",2,23,11,32,3,9,12,18,629.133,14
"Measurement solids circles standard units",3,3,16,19,3,9,12,21,516.15,5
"Decimals concepts operations",3,3,16,19,3,9,12,21,513.55,5
"Learn hip hop step by step",3,5,19,45,3,9,12,23,782.42164,3
"Vamos a jugar Lets play",2,27,16,40,3,9,12,26,468.3421,9
"Probability statistics",3,3,16,19,3,9,12,26,519.2,5
"Problem solving strategies",3,3,16,19,3,9,12,28,510,5
"Fractions concepts and operations",3,3,16,19,3,9,12,28,513.26,5
"Data collection organization graphing",3,3,16,19,3,9,12,28,511.5,5
"Bugz from a bugs eye view",2,27,14,11,3,9,13,5,595.7,9
"Polar prowl",2,27,14,11,3,9,13,5,591.70911,9
"School house rock Money rock",2,27,14,11,3,9,13,7,332.024,9
Migration,2,27,14,11,3,9,13,7,591.568,9
