title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"French Disc 4 In my home",11,13,15,5,11,26,14,11,448.3421,12
"Spanish 3 Playtime",11,23,14,2,11,26,14,11,468.3421,3
"Schoolhouse rock Science",11,12,11,53,11,26,14,12,500,14
"Families of Panama",11,19,10,34,11,26,14,27,972.87,7
"Sid the science kid Feeling good inside and out",11,18,14,26,11,26,14,33,613.0432,8
"Meet the colors",11,25,16,55,11,26,14,43,535.6,0
Bali,11,19,10,35,11,26,14,44,915.986,7
"animated Passion for the whole family",11,16,11,33,11,26,14,50,232.96,10
"Activity TV Christmas Vol 2",11,24,13,23,11,26,14,55,745.59412,2
"German for babies toddlers and preschoolers Disc 4 In my home",11,14,15,53,11,26,14,56,438.3421,11
"All your childs favorites",11,25,16,42,11,26,15,1,649.68,0
"Hula for children learn basic hula steps 3 hula songs",11,25,16,42,11,26,15,1,793.31996,0
"Mighty machines Mega machines",11,25,16,42,11,26,15,1,629.225,0
"Puppytown Growing up",11,12,10,14,11,26,15,21,636.73,14
"Kibbles rockin clubhouse Vol 1 Expressing yourself",11,13,16,43,11,26,15,36,649.154,12
"Drawing power Vol 4 Safari animal drawing",11,12,15,31,11,26,15,36,743.6,14
"Alice in Wonderland a dance fantasy",11,12,16,28,11,26,15,44,792.8,13
"Preschool fun Planets dinosaurs",11,13,16,33,11,26,15,45,523.4,12
"Smart start for kids ABCs",11,13,16,33,11,26,15,45,428.1,12
"Kids who rip com Vol 1",11,14,14,29,11,26,15,46,796.046,12
"Sid the science kid Gizmos and gadgets",11,14,14,29,11,26,15,47,621.8,12
"Jesus movie",11,20,16,43,11,26,15,56,232.901,5
"John Deere earth mover action",11,10,15,9,11,26,16,0,629.225,16
"Activity TV Christmas Vol 1",11,19,16,27,11,26,16,7,745.59412,6
"Rock n learn Alphabet",11,25,19,51,11,26,16,26,372.41,0
"JammX kids Adventure one Cant dance dont want to",11,22,12,56,11,26,16,29,791.4572,4
"Radio Disney party jams the concert",11,25,19,51,11,26,16,31,781.66078,0
"Activity TV Cooking snacks",11,25,19,51,11,26,16,32,641.5123,0
"Fairy dancing",11,12,13,58,11,26,16,47,791.4372,14
"Eyewitness Volcano",11,23,15,11,11,26,16,52,551.21,3
Amphibians,11,21,11,7,11,26,16,53,597.8,5
"Dino world",11,21,11,7,11,26,16,56,567.9,5
"Jim Knoxs Wild Zoofari National Aquarium in Baltimore",11,23,12,7,11,26,16,59,597,3
"American Sign Language for kids Beginner level 1 volume 1",11,23,12,7,11,26,16,59,419.7,3
"Awesome animal builders",11,21,11,7,11,26,17,2,591.564,5
"Amazing North America",11,23,12,8,11,26,17,3,591.97,3
Fish,11,23,12,8,11,26,17,3,597,3
Amphibian,11,23,12,8,11,26,17,4,597.8,3
"Basic cartooning",11,12,19,58,11,26,17,25,741.5,13
"Eyewitness Planets",11,12,19,59,11,26,17,26,523.4,13
Skeleton,11,5,13,54,11,26,17,51,573.76,21
"Art lessons for children Vol 1 Easy watercolor techniques",11,5,13,53,11,26,17,51,751.422,21
"Aladdin and the magic lamp",11,5,17,50,11,26,18,0,398.22,21
"magic school bus catches a wave",11,13,19,7,11,26,18,41,553.7,12
"Predator and prey",11,23,16,45,11,26,18,46,591.53,3
"Baby signing time Volume 1",11,12,16,0,11,26,18,46,419,14
"John Adams second president",11,21,16,52,11,26,18,46,973.44092,5
"Amazing North America",11,23,16,45,11,26,18,46,591.97,3
"Wiggles Its always Christmas with you",11,14,17,19,11,26,18,49,782.42083,12
Reptiles,11,23,16,45,11,26,18,49,597.9,3
India,11,15,16,18,11,26,18,50,305.8914,11
"Learn hip hop step by step",11,17,16,37,11,26,18,50,782.42164,9
"Muzzy Spanish",11,5,19,3,11,26,19,1,468.3421,20
"Predator and prey",11,5,14,10,11,26,19,26,591.53,21
Habitats,11,5,14,10,11,26,19,26,577,21
"Yay Planes",11,16,11,55,11,26,19,44,629.1333,10
"ultimate collection",11,16,11,55,11,26,19,44,629.04,10
"I love airplanes",11,20,11,15,11,27,10,8,629.133,6
"Mighty machines Machines on the job",11,16,13,10,11,27,10,39,621.8,10
"science of Disney imagineering Magnetism",11,16,13,10,11,27,10,39,531.55,10
"Wild about safety Safety smart in the water",11,13,12,44,11,27,11,2,797.0289,13
"Dancing for kids",11,13,12,44,11,27,11,2,792.80833,13
"Sid the science kid Sids sing along",11,15,11,43,11,27,11,36,782.42083,11
"Big trains little trains",11,15,11,43,11,27,11,36,625.19,11
"Early start Mandarin Chinese Volume 5 Sports and games",11,13,14,59,11,27,11,40,495.18342,13
"Preschool fun Letters numbers",11,14,13,44,11,27,11,42,201,12
"Early start Mandarin Chinese Volume 6 Happy birthday",11,13,14,59,11,27,11,45,495.18342,13
"Meet the sight words 2",11,14,13,44,11,27,11,45,372.462,12
"Kids love Spanish Volume 7 Basic phrases",11,21,13,48,11,27,12,12,468.3421,5
"Ready for science and geography",11,21,13,48,11,27,12,13,372.8,5
Planets,11,23,11,48,11,27,12,28,523.4,4
"magic school bus Creepy crawly fun",11,2,14,25,11,27,12,55,534,24
"magic school bus Space adventures",11,16,11,22,11,27,13,15,523,11
Reptile,11,14,11,12,11,27,13,20,597.957,13
"magic school bus takes flight",11,21,16,13,11,27,13,21,500,5
Mexico,11,21,16,13,11,27,13,21,305.86872,5
"way things work Screws",11,23,11,15,11,27,13,25,621.882,4
"Sid the science kid Feeling good inside and out",11,15,11,10,11,27,13,34,613.0432,12
"land of sweet taps",11,2,17,33,11,27,14,14,792.78,24
"Kids love Spanish Volume 4 Food",11,26,16,23,11,27,14,14,468.3421,0
Rembrandt,11,2,17,34,11,27,14,14,759.9492,24
"ballerina me",11,2,17,33,11,27,14,15,792.8,24
"Activity TV Origami",11,24,16,12,11,27,14,23,736.982,2
Volcanoes,11,24,13,45,11,27,14,47,551.21,3
Atmosphere,11,23,13,52,11,27,14,57,551.5,4
"best of the best of the Electric Company",11,16,13,34,11,27,14,58,372.414,11
"Soccer with Mayte Soccer for girls",11,23,13,51,11,27,14,58,796.3342,4
"I love big machines Parts 1 and 2",11,19,16,15,11,27,15,5,621.86,7
"John Deere action 3",11,19,16,15,11,27,15,5,629.2252,7
"All about John Deere Big forestry and construction machines only",11,19,16,15,11,27,15,5,629.225,7
"magic school bus catches a wave",11,23,14,48,11,27,15,33,553.7,4
"School house rock Money rock",11,22,16,10,11,27,15,41,332.024,4
Shark,11,16,13,15,11,27,15,54,597.34,11
"way things work Springs",11,23,10,52,11,27,15,56,621.824,4
"Living sunlight how plants bring the Earth to life",11,13,13,57,11,27,16,14,572.46,14
"Critter quest bug out on a backyard safari",11,17,17,0,11,27,16,16,595.7,9
"Lots lots of trains Vol 2 Thunder on the tracks",11,23,13,3,11,27,16,17,625.2,4
"Mighty machines Ships ahoy Super machines Ohâ du bateau",11,14,16,2,11,27,16,18,623.82,13
"Shakespeare the animated tales Volume 2",11,20,16,39,11,27,16,33,822.33,6
"Shakespeare the animated tales Volume 3",11,20,16,39,11,27,16,34,822.33,6
"Shakespeare the animated tales Volume 1",11,20,16,39,11,27,16,34,822.33,6
"Shakespeare the animated tales Volume 4",11,20,16,39,11,27,16,35,822.33,6
"Dropping in on Renaissance artists",11,9,17,37,11,27,16,51,709.4509,17
"magic school bus Human body",11,19,15,53,11,27,17,8,612,8
"Families of Guatemala",11,4,14,22,11,27,17,28,972.81,23
"magic school bus Bugs bugs bugs",11,12,18,53,11,27,17,51,595.7,14
"I spy A mumble monster mystery other stories",11,12,18,53,11,27,17,52,793.735,14
"Co tÂ¡ch Vietnam 3",11,23,17,44,11,27,18,26,398.20959,4
"magic school bus Creepy crawly fun",11,20,15,38,11,27,19,28,534,7
"Mandarin Chinese Disc 4 In my home",11,16,16,37,11,27,19,28,495.13421,11
"Elmos world Food water exercise",11,20,15,32,11,27,19,28,613.7042,7
"Skill building buddies Handling transitions and change",11,20,15,32,11,27,19,29,618.92858,7
"Shalom Sesame Volume 4 Grover plants a tree",11,26,18,38,11,27,19,29,296.43,1
"Preschool fun Letters numbers",11,20,13,7,11,27,19,47,201,7
"Fizzys lunch lab Fresh foods 101",11,15,17,25,11,29,10,36,613.2,13
"Families of Sweden",11,22,17,43,11,29,11,0,948.5,6
"Civil War and Reconstruction development of the industrial U S the 12th 25th presidents",11,19,14,24,11,29,11,4,973.099,9
"Ready for phonics Level 2",11,6,11,40,11,29,11,14,372.465,22
"Meet the letters",11,6,11,40,11,29,11,14,428.13,22
"Animal atlas Animal ABCs",11,6,11,40,11,29,11,14,421.1,22
"Animal atlas Animal ABCs",11,4,17,30,11,29,12,26,421.1,24
"Rock n learn Physical science",11,21,11,38,11,29,12,32,500.2,8
"Loose at the zoo",11,21,11,38,11,29,12,34,590.73,8
"Hip hop for kids School house hop",11,21,11,37,11,29,12,35,793.3,8
"Rock n learn Multiplication rap",11,21,11,38,11,29,12,35,513.213,8
"Activity TV Origami",11,21,11,37,11,29,12,35,736.982,8
"Animal atlas Family time",11,21,11,38,11,29,12,35,590,8
"Yoga for kids mind body fun poses and yoga basics",11,7,14,36,11,29,12,36,613.7042,21
"Smart start for kids ABCs",11,15,16,44,11,29,12,37,428.1,13
"Blast off a kids introduction to the space program",11,21,13,56,11,29,12,41,629.40973,7
"alphabet zoo a fun way to learn letters and phonics",11,4,17,30,11,29,12,43,411,24
"Dirt monsters",11,21,13,56,11,29,12,50,681.76,7
"Wiggles Here comes the big red car",11,15,15,48,11,29,14,1,782.42083,13
"Wiggles Ukulele baby",11,15,15,48,11,29,14,3,791.42083,13
"Kids who rip com Vol 3",11,23,16,10,11,29,14,20,796.046,5
"School house rock Money rock",11,15,15,39,11,29,14,28,332.024,13
"Activity TV Halloween Vol 1",11,23,16,10,11,29,14,44,745.59416,5
"National Geographics Animal holiday",11,13,14,41,11,29,15,18,591.7586,16
"magic gourd",11,26,14,40,11,29,15,26,398.20951,3
"Globe toddlers Adventures in France",11,26,14,40,11,29,15,28,448.2421,3
"magic school bus takes flight",11,24,14,25,11,29,15,28,500,5
"Eyewitness Planets",11,21,19,40,11,29,15,35,523.4,7
"Im a potty princess potty training for girls",11,18,10,52,11,29,15,40,649.62,11
"Alphabet phonics fun",11,27,18,28,11,29,16,12,411,1
"iKnow animals letters sounds Vol 2",11,23,12,22,11,29,16,13,372.465,6
"Activity TV Cooking snacks",11,27,17,46,11,29,16,20,641.5123,1
"Rock n learn Alphabet",11,27,18,28,11,29,16,20,372.41,1
"Rock n learn Alphabet circus",11,23,12,22,11,29,16,20,372.465,6
"little primaballerina ballet training for children",11,14,15,33,11,29,16,33,792.8,15
"John Deere earth mover action",11,21,12,24,11,29,16,35,629.225,8
"Building construction cars motorcycles",11,8,15,58,11,29,16,35,629.225,21
"Dirt monsters",11,21,12,24,11,29,16,35,681.76,8
"world of learning Volume 1",11,8,15,58,11,29,16,36,629.2222,21
"Adventures with dance",11,26,13,16,11,29,16,36,792.8,3
"John Deere action 3",11,26,17,19,11,29,16,48,629.2252,2
"magic school bus catches a wave",11,15,16,34,11,29,16,55,553.7,14
"way things work Screws",11,25,13,23,11,29,17,1,621.882,4
"world of learning Volume 1",11,15,17,18,11,29,17,2,629.2222,13
"Preschool fun Planets dinosaurs",11,2,11,10,11,30,11,10,523.4,28
"French Disc 5 Happy sad and silly",11,14,16,37,11,30,11,24,448.3421,15
"Fairy dancing",11,17,16,13,11,30,11,27,791.4372,12
"science of Disney imagineering Energy",11,16,17,51,11,30,11,27,530,13
"Signing time Volume 1 My first signs",11,9,13,26,11,30,11,44,419.7,20
"Signing time Series 2 volume 4 My favorite season",11,13,17,25,11,30,11,44,419.7,16
"Sid the science kid Sids backyard campout",11,16,11,30,11,30,11,44,796.54,14
Nutcracker,11,19,15,15,11,30,12,20,792.842,10
"Signing time Volume 9 The zoo train",11,9,15,48,11,30,12,27,419.7,20
"Signing time Series 2 volume 13 Who has the frog",11,9,15,48,11,30,12,27,419.7,20
"Whats in the Bible 2 Let my people go",11,3,14,45,11,30,12,29,222.12,26
"Whats in the Bible 1 In the beginning",11,3,14,45,11,30,12,29,220.61,26
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",11,9,13,1,11,30,12,29,221.9505,20
"Baby animal songs",11,19,16,34,11,30,12,43,782.42083,10
"Schoolhouse rock Science",11,16,11,40,11,30,12,53,500,14
"magic school bus Sea and stars",11,4,16,35,11,30,12,55,500,25
"Miss Christys Dance adventure",11,23,12,27,11,30,12,58,793.3083,7
"magic school bus takes flight",11,23,11,53,11,30,13,5,500,7
"Activity TV Cooking lunches desserts",11,25,19,51,11,30,13,28,641.5123,4
"Rock n learn Earth science",11,23,17,29,11,30,13,28,550,6
"Dancing for kids",11,13,17,58,11,30,13,28,792.80833,16
"Predator and prey",11,16,14,7,11,30,13,29,591.53,13
"Jimmy Connors presents tennis fundamentals for kids",11,2,10,58,11,30,13,29,796.342,28
"Rock n learn Life science",11,23,17,29,11,30,13,30,570,6
"Signing time Series 2 volume 12 Box of crayons",11,13,17,58,11,30,13,31,419.7,16
"mouse bride a Chinese folktale Lao shu qu xin niang",11,16,15,1,11,30,13,53,398.20951,13
"science of Disney imagineering Trajectory",11,19,16,0,11,30,14,5,531.55,10
"magic school bus catches a wave",11,16,14,23,11,30,14,31,553.7,14
"School house rock Money rock",11,9,12,44,11,30,14,36,332.024,21
"Seven magic brothers a Chinese folktake",11,17,16,9,11,30,14,36,398.20951,12
Nutcracker,11,19,16,24,11,30,14,40,792.842,10
"Mighty machines Machines on the job",11,22,16,11,11,30,14,58,621.8,7
Volcanoes,11,21,14,41,11,30,15,6,551.21,9
"Gigantic machines",11,27,14,27,11,30,15,13,629.22,3
"Mighty machines Mega pack",11,23,16,18,11,30,15,13,629.225,6
"Firefighter George and todays mighty trains",11,27,14,32,11,30,15,14,625.2,3
"world of learning Volume 1",11,27,14,33,11,30,15,14,629.2222,3
"Firefighter George fire engines Volume 2",11,27,14,32,11,30,15,15,628.9259,3
"Fire busters",11,27,14,31,11,30,15,16,628.925,3
Horse,11,27,15,24,11,30,15,18,636.1,2
"city of bees",11,16,16,14,11,30,15,22,638.1,13
"Lots lots of fire trucks Vol 2 Amazing rescue rigs",11,16,16,14,11,30,15,22,628.9259,13
"ultimate collection",11,16,16,14,11,30,15,22,629.04,13
"Garbage monsters",11,16,16,14,11,30,15,22,628.445,13
"Im a potty pirate potty training for boys",11,16,16,14,11,30,15,22,649.62,13
"magic school bus Bugs bugs bugs",11,2,11,28,11,30,15,27,595.7,28
"Rock n learn Getting ready for kindergarten",11,9,11,29,11,30,15,29,372.218,21
"Kids love Spanish Volume 1 Basic words",11,9,11,29,11,30,15,31,468.3421,21
"Pumpkin circle the story of a garden",11,26,13,10,11,30,15,32,635.62,4
"Hula for children learn basic hula steps 3 hula songs",11,26,16,42,11,30,15,37,793.31996,3
"Baby boost Sing a long",11,23,12,18,11,30,15,46,782.42083,7
"Rock n learn Alphabet",11,18,17,49,11,30,15,48,372.41,11
"All about the senses",11,14,16,15,11,30,16,1,612.8,15
"Sid the science kid Feeling good inside and out",11,17,16,56,11,30,16,6,613.0432,12
"Alphabet phonics fun",11,29,17,22,11,30,16,16,411,0
"Families of Russia",11,23,12,16,11,30,16,25,947.086,7
"So you want to be president and more stories to celebrate American history",11,29,11,25,11,30,16,28,352.23709,1
"I spy A rockin bronco and other stories",11,23,12,52,11,30,16,33,793.735,7
"Activity TV Cooking snacks",11,29,17,32,11,30,16,41,641.5123,0
"Spanish 3 Playtime",11,16,12,9,11,30,16,52,468.3421,14
"Rock n learn Alphabet",11,29,17,22,11,30,16,55,372.41,0
"Shalom sesame Volume 8 Grover learns Hebrew",11,29,11,25,11,30,16,57,492.48342,1
Moses,11,17,14,36,11,30,17,1,222.1092,13
"Jesus movie",11,17,14,36,11,30,17,2,232.901,13
"Between the lions Animal stories 8 stories fun activities",11,13,15,14,11,30,17,2,372.465,17
"Rock n learn Earth science",11,17,14,36,11,30,17,2,550,13
"Rainbows in the sea",11,17,16,14,11,30,17,4,577.789,13
"Signing time Volume 7 Leahs farm",11,19,18,37,11,30,17,13,419.7,10
"Preschool fun Planets dinosaurs",11,16,15,42,11,30,17,43,523.4,14
"Rock n learn Life science",11,16,15,41,11,30,17,45,570,14
"Animal atlas Superhero animals",11,16,15,41,11,30,17,48,590,14
"Spanish Disc 6 I can count",11,17,13,53,11,30,17,50,468.3421,13
"Water weather",11,16,15,42,11,30,17,50,551.5,14
"Wiggles Lets eat",11,24,14,0,12,1,13,6,782.42083,6
"Rock n learn Letter sounds",11,24,14,16,12,1,13,6,372.465,6
"Kids love Spanish Volume 1 Basic words",11,23,15,38,12,1,13,14,468.3421,7
"Schoolhouse rock America",11,7,14,24,12,1,13,23,973,23
"Activity TV Cartooning beginners",11,27,15,9,12,1,13,24,741.5,3
Subtraction,11,4,14,49,12,1,13,25,513.212,26
"Einsteins math video tutor Volume two ages 5 7",11,14,14,12,12,1,13,25,510,16
"Giving thanks and more stories to celebrate American heritage",11,4,14,49,12,1,13,25,973,26
"way things work Flight",11,27,10,31,12,1,13,25,629.13,4
"Rock n learn Telling time",11,14,14,12,12,1,13,25,681.113,16
"Activity TV Paper airplanes",11,23,12,56,12,1,13,30,745.592,8
"Lets hear it for the Laurie Berkner Band",11,23,15,43,12,1,13,33,782.42083,7
"Meerkat manor Season one",11,16,16,29,12,1,13,49,599.742,14
"Sid the science kid Sid wings it",11,21,16,16,12,1,14,1,629.1301,9
"Mighty machines Mega pack",11,1,17,3,12,1,14,3,629.225,29
"Leonardo da Vinci",11,26,10,45,12,1,14,9,709.2,5
"magic school bus Creepy crawly fun",11,10,14,16,12,1,14,31,534,21
"Wonders down under",11,3,15,53,12,1,14,37,591.994,27
"Crafty fun",11,17,14,8,12,1,14,38,745.5,14
"Stories for Thanksgiving",11,21,12,37,12,1,14,38,394.2649,10
"magic school bus Space adventures",11,17,14,8,12,1,14,38,523,14
"magic school bus Sea and stars",11,17,14,8,12,1,14,38,500,14
"magic school bus Creepy crawly fun",11,17,14,8,12,1,14,39,534,14
"Italian Disc 1 Eating and drinking",11,17,14,8,12,1,14,39,458.3421,14
"Elmos world Food water exercise",11,26,14,32,12,1,14,59,613.7042,5
"Schoolhouse rock America",11,23,14,51,12,1,15,3,973,8
"Sid the science kid Sids pet project",11,29,11,22,12,1,15,7,636.0887,2
"Kidz bop Dance moves",11,18,14,41,12,1,15,11,793.3,13
"Fairy dancing",11,8,13,41,12,1,15,28,791.4372,23
"fantasy garden ballet class",11,18,19,29,12,1,15,30,792.8,12
"Peep and the big wide world Peep explores",11,10,16,3,12,1,15,35,372.35,20
"Birds of a feather",11,17,16,23,12,1,15,56,571.8,13
"Chalo Hindi bolay",11,6,18,40,12,1,16,15,491.43834,24
"French 2 Wake up smiling",11,2,16,9,12,1,16,17,448.3421,29
"magic school bus Space adventures",11,23,15,56,12,1,16,22,523,8
"Activity TV Cooking snacks",11,30,17,9,12,1,16,27,641.5123,0
"Snowplows on patrol",11,25,15,38,12,1,16,31,625.763,6
"Seeds and plants",11,25,15,38,12,1,16,31,580,6
"fiesta de Fritzi Fritzis party",11,6,18,40,12,1,16,35,468.3421,24
"Families of China",11,23,15,18,12,1,16,40,951,8
"Families of Vietnam",11,23,15,18,12,1,16,40,959.7,8
"Who lives in Puget Sound",11,16,15,46,12,1,16,45,591.7699,15
"Popular mechanics for kids Lightning and other forces of nature",11,15,13,25,12,1,16,45,551.5632,16
"Popular mechanics for kids Radical rockets and other cool cruising machines",11,15,13,25,12,1,16,48,500,16
"Daisy and her garden",11,16,15,47,12,1,16,58,791.4572,15
"way things work Electricity",11,13,14,56,12,2,10,1,537,18
Caves,11,25,15,46,12,2,11,24,551.447,6
"Early start Mandarin Chinese Volume 3 A wonderful day",11,27,15,36,12,2,11,24,495.18342,4
"Yoga for kids mind body fun poses and yoga basics",11,19,11,29,12,2,11,36,613.7042,13
"How did that get in my lunchbox the story of food",11,19,15,40,12,2,12,5,641.3,12
"All about natural resources",11,9,12,5,12,2,12,14,553,23
"Families of Kenya",11,9,12,5,12,2,12,28,967.62,23
"Lots lots of big trains Vol 1 Giant railroad action",11,22,11,27,12,2,12,29,625.2,10
"Mandarin Chinese Disc 6 I can count",11,13,19,33,12,2,12,38,495.13421,18
"Mandarin Chinese Disc 4 In my home",11,17,13,22,12,2,12,39,495.13421,14
Thanksgiving,11,20,10,20,12,2,12,42,394.2649,12
"Fairy dancing",11,26,16,12,12,2,12,47,791.4372,5
"Mandarin Chinese 3 Playtime",11,17,15,32,12,2,12,47,495.13421,14
"Sid the science kid Rock and roll Easter",11,21,16,34,12,2,13,1,552,10
Nutcracker,11,20,12,30,12,2,13,9,792.842,12
"Free to be you and me",11,3,13,55,12,2,13,15,810.8,28
"First fun with French",11,3,13,55,12,2,13,16,448.3421,28
"Im a potty pirate potty training for boys",11,3,13,55,12,2,13,16,649.62,28
"Peep and the big wide world Peeps new friends",11,2,16,8,12,2,13,34,372.35,29
"Globe toddlers Adventures in France",11,21,11,43,12,2,13,35,448.2421,11
"Animal atlas Animal passport",11,21,16,37,12,2,13,36,590.96,10
"Chinese for kids Beginner level 1 volume 2",11,26,16,10,12,2,14,12,495.18342,5
"Meet the shapes",11,20,14,54,12,2,14,12,516.15,11
"Sid the science kid Feeling good inside and out",11,23,14,35,12,2,14,13,613.0432,8
"Sid the science kid Going going green",11,23,14,34,12,2,14,13,791.4575,8
"Sid the science kid Gizmos and gadgets",11,19,15,48,12,2,14,14,621.8,12
"Whats in the Bible 2 Let my people go",11,18,17,14,12,2,14,15,222.12,13
"Sid the science kid Sid wings it",11,23,14,34,12,2,14,16,629.1301,8
"Sid the science kid Sids backyard campout",11,23,14,34,12,2,14,16,796.54,8
"Dancing for kids",11,27,14,6,12,2,14,55,792.80833,5
"magic school bus Creepy crawly fun",11,30,15,27,12,2,15,11,534,1
"magic school bus takes flight",11,30,15,27,12,2,15,11,500,1
"magic school bus Sea and stars",11,30,15,27,12,2,15,11,500,1
"Mighty machines Mega machines",11,30,15,28,12,2,15,11,629.225,1
"Penelopes Halloween handbook",11,26,14,23,12,2,15,14,745.59416,6
Thanksgiving,11,23,11,14,12,2,15,17,394.2649,9
"Kids love Spanish Volume 3 Family",11,19,14,39,12,2,15,22,468.3421,13
"Spanish Disc 4 In my home",11,19,14,39,12,2,15,22,468.3421,13
"Who lives in Puget Sound",11,2,14,29,12,2,15,34,591.7699,30
"Schoolhouse rock Multiplication rock",11,2,14,29,12,2,15,34,513.213,30
"little travelers Episode 4 Iran",11,2,14,29,12,2,15,34,915.5,30
"Lots lots of jets and planes Vol 2 Adventures in the air",11,29,16,22,12,2,15,35,629.13334,2
"John Deere action 2",11,29,16,22,12,2,15,35,629.2252,2
"Kidz bop Dance moves",11,26,13,59,12,2,15,35,793.3,6
Flight,11,29,16,22,12,2,15,35,629.1301,2
"Metal monsters",11,25,15,57,12,2,15,35,621.86,6
"Spanish Disc 4 In my home",11,18,16,23,12,2,15,58,468.3421,13
"American Sign Language for kids Beginner level 1 volume 1",11,18,16,31,12,2,15,58,419.7,13
"Early start Mandarin Chinese Volume 6 Happy birthday",11,25,12,25,12,2,16,3,495.18342,7
"Learn Chinese lets go to market in China",11,25,12,25,12,2,16,3,495.18342,7
"Mandarin Chinese Disc 6 I can count",11,25,12,25,12,2,16,3,495.13421,7
"Introduction to robotics",11,25,16,18,12,2,16,10,629.892,6
MicroCosmos,11,22,12,47,12,2,16,13,595.7,10
"Spanish 2 Wake up smiling",11,23,13,15,12,2,16,13,468.3421,9
"Spanish Disc 5 Happy sad and silly",11,23,13,15,12,2,16,15,468.3421,9
"Shakespeare the animated tales Volume 3",11,20,17,25,12,2,16,16,822.33,11
"way things work Inclined planes",11,23,15,38,12,2,16,16,621.811,9
"Zoboomafoo Wild creatures furry fashion",11,26,19,42,12,2,16,18,590,5
"Families of Russia",11,7,15,13,12,2,16,20,947.086,25
"Schoolhouse rock America",11,20,17,25,12,2,16,20,973,11
"English ESL 1 Eating and drinking",11,5,15,22,12,2,16,24,428.3461,27
"Seeds and plants",11,24,16,30,12,2,16,26,580,7
"Rocks and minerals",11,24,16,30,12,2,16,27,552,7
"animated Passion for the whole family",11,26,18,43,12,2,16,29,232.96,5
"Families of Russia",11,6,16,22,12,2,16,30,947.086,26
"Field trips with Recess Monkey",11,27,16,50,12,2,16,30,782.42083,4
"Families of Russia",11,26,15,35,12,2,16,31,947.086,6
"Abraham Lincoln sixteenth president",11,18,16,44,12,2,16,34,973.7092,13
"frog prince",11,19,17,50,12,2,16,37,398.2,12
"Im a potty princess potty training for girls",11,14,16,24,12,2,16,40,649.62,18
"little primaballerina ballet training for children",11,9,11,28,12,2,16,44,792.8,23
"science of Disney imagineering Animal adaptations communication",11,25,11,26,12,2,16,49,591.59,7
"magic school bus Holiday special",11,20,16,49,12,2,17,3,333.72,12
"John Deere action 3",11,27,15,17,12,2,17,20,629.2252,5
"Dirt monsters",11,19,15,54,12,2,17,20,681.76,13
"Fire monsters",11,27,15,17,12,2,17,20,628.9259,5
"Schoolhouse rock Multiplication rock",11,9,11,10,12,2,17,24,513.213,23
"Sid the science kid Rock and roll Easter",11,21,15,41,12,2,17,28,552,11
"magic school bus Human body",11,14,17,30,12,2,17,33,612,18
"frog prince",11,21,16,53,12,2,17,37,398.2,11
Mexico,11,12,17,16,12,2,17,43,305.86872,20
"Teaching signs for baby minds 2 Concepts combinations",11,23,11,58,12,2,18,28,419.7,9
"Signing time Volume 7 Leahs farm",11,26,17,34,12,2,18,28,419.7,6
"Sid the science kid The ruler of thumb",11,27,15,39,12,2,18,28,530.8,5
"Rockin dance party",11,22,17,45,12,2,18,30,649.68,10
"Meet the phonics Blends",11,27,11,17,12,2,18,31,372.465,5
"Mandarin Chinese Disc 6 I can count",11,26,16,28,12,2,18,31,495.13421,6
"Rock n learn Phonics Volumes I II",11,27,11,17,12,2,18,31,372.465,5
"Meet the phonics Letter sounds",11,18,15,57,12,2,18,34,372.465,14
"Going to school in India",11,17,15,21,12,2,18,34,370.954,15
"science of Disney imagineering Electricity",11,21,15,17,12,2,18,37,537,11
"Dino world",11,6,15,38,12,2,18,40,567.9,26
"art of crochet 4 kids",11,21,12,8,12,2,18,47,746.434,11
"Hula for children learn basic hula steps 3 hula songs",11,26,13,14,12,2,18,49,793.31996,6
"Kidz bop Dance moves",11,26,13,14,12,2,18,51,793.3,6
"Digging up dinosaurs",11,17,14,6,12,2,19,0,567.9,15
"F is for farm Do you know where milk comes from",11,17,14,6,12,2,19,0,630,15
"Sid the science kid Feeling good inside and out",11,27,13,13,12,3,11,47,613.0432,5
"Whats in the Bible 1 In the beginning",11,12,13,19,12,3,12,57,220.61,20
"best of Mighty machines flying racing rolling",11,21,13,56,12,3,13,1,629.225,11
"Lots lots of jets and planes Vol 2 Adventures in the air",11,23,14,11,12,3,13,1,629.13334,9
"Sid the science kid Going going green",11,12,17,15,12,3,13,19,791.4575,20
"Sid the science kid Weather kid Sid",11,12,17,15,12,3,13,19,551.5,20
"Living sunlight how plants bring the Earth to life",11,16,14,31,12,3,13,25,572.46,16
"All your childs favorites",11,30,15,27,12,3,13,44,649.68,2
"Schoolhouse rock Science",11,21,12,2,12,3,13,45,500,12
Cat,11,27,14,46,12,3,13,48,599.75,5
"Signing time Series 2 volume 6 Days of the week",11,2,11,15,12,3,13,50,419.7,31
"Money making change",11,27,12,17,12,3,13,55,332.4,6
"Families of Sweden",11,16,15,57,12,3,14,3,948.5,16
"Sid the science kid Sids backyard campout",11,12,18,21,12,3,14,11,796.54,20
"Growing up wild Amazing baby animals",11,7,19,2,12,3,14,14,599.139,25
